Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Unnamed: 10,Target,mass_frac
Manganese(III) oxide,Manganese trioxide,Mn2O3,1317-34-6,157.874,blk cub cry,1080 dec,,5,,,Mn,0.695972029391
Manganese(III) oxide,Manganese trioxide,Mn2O3,1317-34-6,157.874,blk cub cry,1080 dec,,5,,,O,0.304027970609
Manganese(IV) oxide,Manganese dioxide,MnO2,1313-13-9,86.937,blk tetr cry,535 dec,,5.08,,,Mn,0.631930512316
Manganese(IV) oxide,Manganese dioxide,MnO2,1313-13-9,86.937,blk tetr cry,535 dec,,5.08,,,O,0.368069487684
Manganese(VII) oxide,Manganese heptoxide,Mn2O7,12057-92-0,221.872,grn oil; exp,5.9,95 exp,2.40,,,Mn,0.495223121775
Manganese(VII) oxide,Manganese heptoxide,Mn2O7,12057-92-0,221.872,grn oil; exp,5.9,95 exp,2.40,,,O,0.504776878225
Manganese pentacarbonyl bromide,Bromopentacarbonylmanganese,Mn(CO)5Br,14516-54-2,274.893,oran-yel cry,,,,,,Br,0.29067357938
Manganese pentacarbonyl bromide,Bromopentacarbonylmanganese,Mn(CO)5Br,14516-54-2,274.893,oran-yel cry,,,,,,C,0.218461726563
Manganese pentacarbonyl bromide,Bromopentacarbonylmanganese,Mn(CO)5Br,14516-54-2,274.893,oran-yel cry,,,,,,Mn,0.199852800664
Manganese pentacarbonyl bromide,Bromopentacarbonylmanganese,Mn(CO)5Br,14516-54-2,274.893,oran-yel cry,,,,,,O,0.291011893393
Manganese(II) perchlorate hexahydrate,,Mn(ClO4)2+6H2O,15364-94-0,361.931,pink hex cry,,,2.10,,,Cl,0.195910310787
Manganese(II) perchlorate hexahydrate,,Mn(ClO4)2+6H2O,15364-94-0,361.931,pink hex cry,,,2.10,,,H,0.0334187524871
Manganese(II) perchlorate hexahydrate,,Mn(ClO4)2+6H2O,15364-94-0,361.931,pink hex cry,,,2.10,,,Mn,0.151791519335
Manganese(II) perchlorate hexahydrate,,Mn(ClO4)2+6H2O,15364-94-0,361.931,pink hex cry,,,2.10,,,O,0.618879417392
Manganese phosphide (MnP),,MnP,12032-78-9,85.912,orth cry,1147,,5.49,,,Mn,0.639470253489
Manganese phosphide (MnP),,MnP,12032-78-9,85.912,orth cry,1147,,5.49,,,P,0.360529746511
Manganese phosphide (Mn2P),,Mn2P,12333-54-9,140.85,hex cry,1327,,6.0,,,Mn,0.780093755441
Manganese phosphide (Mn2P),,Mn2P,12333-54-9,140.85,hex cry,1327,,6.0,,,P,0.219906244559
Manganese(II) pyrophosphate,,Mn2P2O7,53731-35-4,283.819,wh monocl cry,1196,,3.71,,,Mn,0.387133806146
Manganese(II) pyrophosphate,,Mn2P2O7,53731-35-4,283.819,wh monocl cry,1196,,3.71,,,O,0.394602322729
Manganese(II) pyrophosphate,,Mn2P2O7,53731-35-4,283.819,wh monocl cry,1196,,3.71,,,P,0.218263871125
Manganese(II) selenide,,MnSe,1313-22-0,133.9,gray cub cry,1460,,5.45,,,Mn,0.410297588736
Manganese(II) selenide,,MnSe,1313-22-0,133.9,gray cub cry,1460,,5.45,,,Se,0.589702411264
Manganese silicide,Manganese disilicide,MnSi2,12032-86-9,111.109,gray solid,1152 dec,,,,,Mn,0.494451599327
Manganese silicide,Manganese disilicide,MnSi2,12032-86-9,111.109,gray solid,1152 dec,,,,,Si,0.505548400673
Manganese(II) sulfate,,MnSO4,7785-87-7,151.001,wh orth cry,700,850 dec,3.25,63.725,,Mn,0.363826558489
Manganese(II) sulfate,,MnSO4,7785-87-7,151.001,wh orth cry,700,850 dec,3.25,63.725,,O,0.423823355192
Manganese(II) sulfate,,MnSO4,7785-87-7,151.001,wh orth cry,700,850 dec,3.25,63.725,,S,0.212350086319
Manganese(II) sulfate monohydrate,Szmikite,MnSO4+H2O,10034-96-5,169.016,red monocl cry,,,2.95,63.725,,H,0.0119271601182
Manganese(II) sulfate monohydrate,Szmikite,MnSO4+H2O,10034-96-5,169.016,red monocl cry,,,2.95,63.725,,Mn,0.325046559962
Manganese(II) sulfate monohydrate,Szmikite,MnSO4+H2O,10034-96-5,169.016,red monocl cry,,,2.95,63.725,,O,0.47331042918
Manganese(II) sulfate monohydrate,Szmikite,MnSO4+H2O,10034-96-5,169.016,red monocl cry,,,2.95,63.725,,S,0.18971585074
Manganese(II) sulfate tetrahydrate,,MnSO4+4H2O,10101-68-5,223.062,red monocl cry,38 dec,,2.26,63.725,,H,0.036149270136
Manganese(II) sulfate tetrahydrate,,MnSO4+4H2O,10101-68-5,223.062,red monocl cry,38 dec,,2.26,63.725,,Mn,0.246290730283
Manganese(II) sulfate tetrahydrate,,MnSO4+4H2O,10101-68-5,223.062,red monocl cry,38 dec,,2.26,63.725,,O,0.573810576636
Manganese(II) sulfate tetrahydrate,,MnSO4+4H2O,10101-68-5,223.062,red monocl cry,38 dec,,2.26,63.725,,S,0.143749422946
Manganese(II) sulfide (α form),Alabandite,MnS,18820-29-6,87.003,grn cub cry,1610,,4.0,,,Mn,0.63144968087
Manganese(II) sulfide (α form),Alabandite,MnS,18820-29-6,87.003,grn cub cry,1610,,4.0,,,S,0.36855031913
Manganese(II) sulfide (β form),,MnS,18820-29-6,87.003,red cub cry,,,3.3,,,Mn,0.63144968087
Manganese(II) sulfide (β form),,MnS,18820-29-6,87.003,red cub cry,,,3.3,,,S,0.36855031913
Manganese(II) sulfide (γ form),,MnS,18820-29-6,87.003,red hex cry,,,3.3,,,Mn,0.63144968087
Manganese(II) sulfide (γ form),,MnS,18820-29-6,87.003,red hex cry,,,3.3,,,S,0.36855031913
Manganese(II) telluride,,MnTe,12032-88-1,182.54,hex cry,≈1150,,6.0,,,Mn,0.300967642115
Manganese(II) telluride,,MnTe,12032-88-1,182.54,hex cry,≈1150,,6.0,,,Te,0.699032357885
Manganese(II) tetraborate octahydrate,,MnB4O7+8H2O,12228-91-0,354.3,red solid,,,,,,B,0.122054726575
Manganese(II) tetraborate octahydrate,,MnB4O7+8H2O,12228-91-0,354.3,red solid,,,,,,H,0.0455180246429
Manganese(II) tetraborate octahydrate,,MnB4O7+8H2O,12228-91-0,354.3,red solid,,,,,,Mn,0.155060772847
Manganese(II) tetraborate octahydrate,,MnB4O7+8H2O,12228-91-0,354.3,red solid,,,,,,O,0.677366475935
Manganese(II) titanate,Pyrophenite,MnTiO3,12032-74-5,150.803,red hex cry,1360,,4.55,,,Mn,0.364302803962
Manganese(II) titanate,Pyrophenite,MnTiO3,12032-74-5,150.803,red hex cry,1360,,4.55,,,O,0.318283601921
Manganese(II) titanate,Pyrophenite,MnTiO3,12032-74-5,150.803,red hex cry,1360,,4.55,,,Ti,0.317413594117
Manganese(II) tungstate,Huebnerite,MnWO4,13918-22-4,302.78,wh monocl cry,,,7.2,0.00542,,Mn,0.181448032255
Manganese(II) tungstate,Huebnerite,MnWO4,13918-22-4,302.78,wh monocl cry,,,7.2,0.00542,,O,0.211369709079
Manganese(II) tungstate,Huebnerite,MnWO4,13918-22-4,302.78,wh monocl cry,,,7.2,0.00542,,W,0.607182258665
Manganocene,Bis(cyclopentadienyl)manganese,Mn(C5H5)2,1271-27-8,185.124,yel-brn cry,173,,,,,C,0.648790601371
Manganocene,Bis(cyclopentadienyl)manganese,Mn(C5H5)2,1271-27-8,185.124,yel-brn cry,173,,,,,H,0.0544466183275
Manganocene,Bis(cyclopentadienyl)manganese,Mn(C5H5)2,1271-27-8,185.124,yel-brn cry,173,,,,,Mn,0.296762780302
Mendelevium,,Md,7440-11-1,258.0,metal,827,,,,,Md,1.0
Mercury,Quicksilver,Hg,7439-97-6,200.59,heavy silv liq,-38.8290,356.62,13.5336,,,Hg,1.0
Mercury(I) acetate,Mercurous acetate,Hg2(C2H3O2)2,631-60-7,519.27,col scales,dec,,,,,C,0.0925202329032
Mercury(I) acetate,Mercurous acetate,Hg2(C2H3O2)2,631-60-7,519.27,col scales,dec,,,,,H,0.0116464706744
Mercury(I) acetate,Mercurous acetate,Hg2(C2H3O2)2,631-60-7,519.27,col scales,dec,,,,,Hg,0.772587506059
Mercury(I) acetate,Mercurous acetate,Hg2(C2H3O2)2,631-60-7,519.27,col scales,dec,,,,,O,0.123245790363
Mercury(II) acetate,Mercuric acetate,Hg(C2H3O2)2,1600-27-7,318.68,wh-yel cry or powder,179 dec,,3.28,2510.0,,C,0.150756544128
Mercury(II) acetate,Mercuric acetate,Hg(C2H3O2)2,1600-27-7,318.68,wh-yel cry or powder,179 dec,,3.28,2510.0,,H,0.0189772724848
Mercury(II) acetate,Mercuric acetate,Hg(C2H3O2)2,1600-27-7,318.68,wh-yel cry or powder,179 dec,,3.28,2510.0,,Hg,0.629444062101
Mercury(II) acetate,Mercuric acetate,Hg(C2H3O2)2,1600-27-7,318.68,wh-yel cry or powder,179 dec,,3.28,2510.0,,O,0.200822121286
Mercury(II) amide chloride,Aminomercuric chloride,Hg(NH2)Cl,10124-48-8,252.07,wh solid,,subl,5.38,,,Cl,0.140649905473
Mercury(II) amide chloride,Aminomercuric chloride,Hg(NH2)Cl,10124-48-8,252.07,wh solid,,subl,5.38,,,H,0.0079974425703
Mercury(II) amide chloride,Aminomercuric chloride,Hg(NH2)Cl,10124-48-8,252.07,wh solid,,subl,5.38,,,Hg,0.795784969927
Mercury(II) amide chloride,Aminomercuric chloride,Hg(NH2)Cl,10124-48-8,252.07,wh solid,,subl,5.38,,,N,0.0555676820294
Mercury(II) benzoate monohydrate,,Hg(C7H5O2)2+H2O,32839-04-6,460.83,wh cry,165,,,1.215,,C,0.364883017693
Mercury(II) benzoate monohydrate,,Hg(C7H5O2)2+H2O,32839-04-6,460.83,wh cry,165,,,1.215,,H,0.026246610262
Mercury(II) benzoate monohydrate,,Hg(C7H5O2)2+H2O,32839-04-6,460.83,wh cry,165,,,1.215,,Hg,0.435277856524
Mercury(II) benzoate monohydrate,,Hg(C7H5O2)2+H2O,32839-04-6,460.83,wh cry,165,,,1.215,,O,0.173592515521
Mercury(I) bromate,Mercurous bromate,Hg2(BrO3)2,13465-33-3,656.98,col cry,dec,,,,,Br,0.243244740667
Mercury(I) bromate,Mercurous bromate,Hg2(BrO3)2,13465-33-3,656.98,col cry,dec,,,,,Hg,0.610638547886
Mercury(I) bromate,Mercurous bromate,Hg2(BrO3)2,13465-33-3,656.98,col cry,dec,,,,,O,0.146116711447
Mercury(II) bromate,Mercuric bromate,Hg(BrO3)2,26522-91-8,456.39,cry,130 dec,,,0.15,,Br,0.350153288472
Mercury(II) bromate,Mercuric bromate,Hg(BrO3)2,26522-91-8,456.39,cry,130 dec,,,0.15,,Hg,0.439510213096
Mercury(II) bromate,Mercuric bromate,Hg(BrO3)2,26522-91-8,456.39,cry,130 dec,,,0.15,,O,0.210336498432
Mercury(I) bromide,Mercurous bromide,Hg2Br2,15385-58-7,560.99,wh tetr cry or powder,345 dec,,7.307,,,Br,0.284868838549
Mercury(I) bromide,Mercurous bromide,Hg2Br2,15385-58-7,560.99,wh tetr cry or powder,345 dec,,7.307,,,Hg,0.715131161451
Mercury(II) bromide,Mercuric bromide,HgBr2,7789-47-1,360.4,wh rhomb cry or powder,241,318,6.05,0.6125,,Br,0.443420884689
Mercury(II) bromide,Mercuric bromide,HgBr2,7789-47-1,360.4,wh rhomb cry or powder,241,318,6.05,0.6125,,Hg,0.556579115311
Mercury(I) carbonate,Mercurous carbonate,Hg2CO3,6824-78-8,461.19,yel-brn cry,130 dec,,,4.5e-06,,C,0.0260429077977
Mercury(I) carbonate,Mercurous carbonate,Hg2CO3,6824-78-8,461.19,yel-brn cry,130 dec,,,4.5e-06,,Hg,0.869882167589
Mercury(I) carbonate,Mercurous carbonate,Hg2CO3,6824-78-8,461.19,yel-brn cry,130 dec,,,4.5e-06,,O,0.104074924613
Mercury(II) chlorate,Mercuric chlorate,Hg(ClO3)2,13465-30-0,367.49,wh needles,dec,,4.998,25.0,,Cl,0.192945486764
Mercury(II) chlorate,Mercuric chlorate,Hg(ClO3)2,13465-30-0,367.49,wh needles,dec,,4.998,25.0,,Hg,0.545834417256
Mercury(II) chlorate,Mercuric chlorate,Hg(ClO3)2,13465-30-0,367.49,wh needles,dec,,4.998,25.0,,O,0.26122009598
Mercury(I) chlorate,Mercurous chlorate,Hg2(ClO3)2,10294-44-7,568.08,wh rhom cry,≈250 dec,,6.409,,,Cl,0.124816399874
Mercury(I) chlorate,Mercurous chlorate,Hg2(ClO3)2,10294-44-7,568.08,wh rhom cry,≈250 dec,,6.409,,,Hg,0.706200368116
Mercury(I) chlorate,Mercurous chlorate,Hg2(ClO3)2,10294-44-7,568.08,wh rhom cry,≈250 dec,,6.409,,,O,0.16898323201
Mercury(I) chloride,Calomel,Hg2Cl2,10112-91-1,472.09,wh tetr cry,525 tp,383 sp,7.16,0.000425,,Cl,0.15019720983
Mercury(I) chloride,Calomel,Hg2Cl2,10112-91-1,472.09,wh tetr cry,525 tp,383 sp,7.16,0.000425,,Hg,0.84980279017
Mercury(II) chloride,Mercuric chloride,HgCl2,7487-94-7,271.5,wh orth cry,277,304,5.6,7.3125,,Cl,0.261167752011
Mercury(II) chloride,Mercuric chloride,HgCl2,7487-94-7,271.5,wh orth cry,277,304,5.6,7.3125,,Hg,0.738832247989
Mercury(II) chromate,Mercuric chromate,HgCrO4,13444-75-2,316.58,red monocl cry,,,6.06,,,Cr,0.164241241732
Mercury(II) chromate,Mercuric chromate,HgCrO4,13444-75-2,316.58,red monocl cry,,,6.06,,,Hg,0.633608110588
Mercury(II) chromate,Mercuric chromate,HgCrO4,13444-75-2,316.58,red monocl cry,,,6.06,,,O,0.20215064768
Mercury(I) chromate,Mercurous chromate,Hg2CrO4,13465-34-3,517.17,brn-red solid,,,,,,Cr,0.10053894852
Mercury(I) chromate,Mercurous chromate,Hg2CrO4,13465-34-3,517.17,brn-red solid,,,,,,Hg,0.775716166541
Mercury(I) chromate,Mercurous chromate,Hg2CrO4,13465-34-3,517.17,brn-red solid,,,,,,O,0.123744884939
Mercury(II) cyanide,Cianurina,Hg(CN)2,592-04-1,252.62,col tetr cry,320 dec,,4.00,11.425,,C,0.0950872598415
Mercury(II) cyanide,Cianurina,Hg(CN)2,592-04-1,252.62,col tetr cry,320 dec,,4.00,11.425,,Hg,0.794023389628
Mercury(II) cyanide,Cianurina,Hg(CN)2,592-04-1,252.62,col tetr cry,320 dec,,4.00,11.425,,N,0.110889350531
Mercury(II) dichromate,Mercuric dichromate,HgCr2O7,7789-10-8,416.58,red cry powder,,,,,,Cr,0.249634402201
Mercury(II) dichromate,Mercuric dichromate,HgCr2O7,7789-10-8,416.58,red cry powder,,,,,,Hg,0.48151846713
Mercury(II) dichromate,Mercuric dichromate,HgCr2O7,7789-10-8,416.58,red cry powder,,,,,,O,0.268847130669
Mercury(I) fluoride,Mercurous fluoride,Hg2F2,13967-25-4,439.18,yel cub cry,570 dec,subl,8.73,,,F,0.0865182446939
Mercury(I) fluoride,Mercurous fluoride,Hg2F2,13967-25-4,439.18,yel cub cry,570 dec,subl,8.73,,,Hg,0.913481755306
Mercury(II) fluoride,Mercuric fluoride,HgF2,7783-39-3,238.59,wh cub cry; hyg,645 dec,,8.95,,,F,0.159257785346
Mercury(II) fluoride,Mercuric fluoride,HgF2,7783-39-3,238.59,wh cub cry; hyg,645 dec,,8.95,,,Hg,0.840742214654
Mercury(II) fulminate,Mercuric fulminate,Hg(CNO)2,628-86-4,284.62,gray cry,exp,,4.42,,,C,0.0843970774033
Mercury(II) fulminate,Mercuric fulminate,Hg(CNO)2,628-86-4,284.62,gray cry,exp,,4.42,,,Hg,0.704755333008
Mercury(II) fulminate,Mercuric fulminate,Hg(CNO)2,628-86-4,284.62,gray cry,exp,,4.42,,,N,0.0984226185039
Mercury(II) fulminate,Mercuric fulminate,Hg(CNO)2,628-86-4,284.62,gray cry,exp,,4.42,,,O,0.112424971085
Mercury(II) hydrogen arsenate,Mercuric arsenate,HgHAsO4,7784-37-4,340.52,yel powder,,,,,,As,0.220022992088
Mercury(II) hydrogen arsenate,Mercuric arsenate,HgHAsO4,7784-37-4,340.52,yel powder,,,,,,H,0.00296002721038
Mercury(II) hydrogen arsenate,Mercuric arsenate,HgHAsO4,7784-37-4,340.52,yel powder,,,,,,Hg,0.58907460576
Mercury(II) hydrogen arsenate,Mercuric arsenate,HgHAsO4,7784-37-4,340.52,yel powder,,,,,,O,0.187942374942
Mercury(II) iodate,Mercuric iodate,Hg(IO3)2,7783-32-6,550.4,wh powder,175 dec,,,,,Hg,0.364447126315
Mercury(II) iodate,Mercuric iodate,Hg(IO3)2,7783-32-6,550.4,wh powder,175 dec,,,,,I,0.461139333047
Mercury(II) iodate,Mercuric iodate,Hg(IO3)2,7783-32-6,550.4,wh powder,175 dec,,,,,O,0.174413540638
Mercury(I) iodate,Mercurous iodate,Hg2(IO3)2,13465-35-9,750.99,yel-wh pow,dec 175,,,0.00322,,Hg,0.534204835477
Mercury(I) iodate,Mercurous iodate,Hg2(IO3)2,13465-35-9,750.99,yel-wh pow,dec 175,,,0.00322,,I,0.337967902276
Mercury(I) iodate,Mercurous iodate,Hg2(IO3)2,13465-35-9,750.99,yel-wh pow,dec 175,,,0.00322,,O,0.127827262247
Mercury(I) iodide,Mercurous iodide,Hg2I2,15385-57-6,654.99,yel amorp powder,290,,7.70,,,Hg,0.612498891966
Mercury(I) iodide,Mercurous iodide,Hg2I2,15385-57-6,654.99,yel amorp powder,290,,7.70,,,I,0.387501108034
Mercury(II) iodide (red),α-Mercuric iodide,HgI2,7774-29-0,454.4,red pow,trans to yel 127,,,0.00625,,Hg,0.441440290332
Mercury(II) iodide (red),α-Mercuric iodide,HgI2,7774-29-0,454.4,red pow,trans to yel 127,,,0.00625,,I,0.558559709668
Mercury(II) iodide (yellow),β-Mercuric iodide,HgI2,7774-29-0,454.4,yel tetr cry or powder,256,351,6.28,0.005525,,Hg,0.441440290332
Mercury(II) iodide (yellow),β-Mercuric iodide,HgI2,7774-29-0,454.4,yel tetr cry or powder,256,351,6.28,0.005525,,I,0.558559709668
Mercury(I) nitrate,Mercurous nitrate,Hg2(NO3)2,10415-75-5,525.19,cry,,,,,,Hg,0.763876221511
Mercury(I) nitrate,Mercurous nitrate,Hg2(NO3)2,10415-75-5,525.19,cry,,,,,,N,0.053339573617
Mercury(I) nitrate,Mercurous nitrate,Hg2(NO3)2,10415-75-5,525.19,cry,,,,,,O,0.182784204872
Mercury(II) nitrate,Mercuric nitrate,Hg(NO3)2,10045-94-0,324.6,col hyg cry,79,,4.3,,,Hg,0.617960947604
Mercury(II) nitrate,Mercuric nitrate,Hg(NO3)2,10045-94-0,324.6,col hyg cry,79,,4.3,,,N,0.0863013470742
Mercury(II) nitrate,Mercuric nitrate,Hg(NO3)2,10045-94-0,324.6,col hyg cry,79,,4.3,,,O,0.295737705322
Mercury(I) nitrate dihydrate,Mercurous nitrate dihydrate,Hg2(NO3)2+2H2O,14836-60-3,561.22,col cry,70 dec,,4.8,,,H,0.0071839161359
Mercury(I) nitrate dihydrate,Mercurous nitrate dihydrate,Hg2(NO3)2+2H2O,14836-60-3,561.22,col cry,70 dec,,4.8,,,Hg,0.714835078328
Mercury(I) nitrate dihydrate,Mercurous nitrate dihydrate,Hg2(NO3)2+2H2O,14836-60-3,561.22,col cry,70 dec,,4.8,,,N,0.0499151527575
Mercury(I) nitrate dihydrate,Mercurous nitrate dihydrate,Hg2(NO3)2+2H2O,14836-60-3,561.22,col cry,70 dec,,4.8,,,O,0.228065852778
Mercury(II) nitrate dihydrate,Mercuric nitrate dihydrate,Hg(NO3)2+2H2O,22852-67-1,360.63,monocl cry,,,4.78,,,H,0.0111797575778
Mercury(II) nitrate dihydrate,Mercuric nitrate dihydrate,Hg(NO3)2+2H2O,22852-67-1,360.63,monocl cry,,,4.78,,,Hg,0.556220502345
Mercury(II) nitrate dihydrate,Mercuric nitrate dihydrate,Hg(NO3)2+2H2O,22852-67-1,360.63,monocl cry,,,4.78,,,N,0.0776789840988
Mercury(II) nitrate dihydrate,Mercuric nitrate dihydrate,Hg(NO3)2+2H2O,22852-67-1,360.63,monocl cry,,,4.78,,,O,0.354920755979
Mercury(II) nitrate monohydrate,Mercuric nitrate monohydrate,Hg(NO3)2+H2O,7783-34-8,342.62,wh-yel hyg cry,,,4.3,,,H,0.00588380406373
Mercury(II) nitrate monohydrate,Mercuric nitrate monohydrate,Hg(NO3)2+H2O,7783-34-8,342.62,wh-yel hyg cry,,,4.3,,,Hg,0.585467516491
Mercury(II) nitrate monohydrate,Mercuric nitrate monohydrate,Hg(NO3)2+H2O,7783-34-8,342.62,wh-yel hyg cry,,,4.3,,,N,0.081763476377
Mercury(II) nitrate monohydrate,Mercuric nitrate monohydrate,Hg(NO3)2+H2O,7783-34-8,342.62,wh-yel hyg cry,,,4.3,,,O,0.326885203068
Mercury(I) nitrite,Mercurous nitrite,Hg2(NO2)2,13492-25-6,493.19,yel cry,100 dec,,7.3,,,Hg,0.813437390382
Mercury(I) nitrite,Mercurous nitrite,Hg2(NO2)2,13492-25-6,493.19,yel cry,100 dec,,7.3,,,N,0.0568003065749
Mercury(I) nitrite,Mercurous nitrite,Hg2(NO2)2,13492-25-6,493.19,yel cry,100 dec,,7.3,,,O,0.129762303043
Mercury(II) oxalate,Mercuric oxalate,HgC2O4,3444-13-1,288.61,powder,165 dec,,,,,C,0.083231638653
Mercury(II) oxalate,Mercuric oxalate,HgC2O4,3444-13-1,288.61,powder,165 dec,,,,,Hg,0.69502337072
Mercury(II) oxalate,Mercuric oxalate,HgC2O4,3444-13-1,288.61,powder,165 dec,,,,,O,0.221744990627
Mercury(I) oxalate,Mercurous oxalate,Hg2C2O4,2949-11-3,489.2,cry,,,,,,C,0.0491035345534
Mercury(I) oxalate,Mercurous oxalate,Hg2C2O4,2949-11-3,489.2,cry,,,,,,Hg,0.820075265894
Mercury(I) oxalate,Mercurous oxalate,Hg2C2O4,2949-11-3,489.2,cry,,,,,,O,0.130821199553
Mercury(I) oxide,Mercurous oxide,Hg2O,15829-53-5,417.18,prob mixture of HgO+Hg,100 dec,,9.8,,,Hg,0.961648633657
Mercury(I) oxide,Mercurous oxide,Hg2O,15829-53-5,417.18,prob mixture of HgO+Hg,100 dec,,9.8,,,O,0.0383513663426
Mercury(II) oxide,Mercuric oxide,HgO,21908-53-2,216.59,red or yel orth cry,500 dec,,11.14,,,Hg,0.926130272303
Mercury(II) oxide,Mercuric oxide,HgO,21908-53-2,216.59,red or yel orth cry,500 dec,,11.14,,,O,0.0738697276967
Mercury(II) oxide sulfate,Mercuric oxide sulfate,(Hg3O2)SO4,1312-03-4,729.83,yel powder,,,,,,Hg,0.824532898968
Mercury(II) oxide sulfate,Mercuric oxide sulfate,(Hg3O2)SO4,1312-03-4,729.83,yel powder,,,,,,O,0.131532296363
Mercury(II) oxide sulfate,Mercuric oxide sulfate,(Hg3O2)SO4,1312-03-4,729.83,yel powder,,,,,,S,0.0439348046686
Mercury(II) oxycyanide,Mercuric oxycyanide,Hg(CN)2+HgO,1335-31-5,469.21,wh orth cry,exp,,4.44,11.425,,C,0.0511949553104
Mercury(II) oxycyanide,Mercuric oxycyanide,Hg(CN)2+HgO,1335-31-5,469.21,wh orth cry,exp,,4.44,11.425,,Hg,0.855003961943
Mercury(II) oxycyanide,Mercuric oxycyanide,Hg(CN)2+HgO,1335-31-5,469.21,wh orth cry,exp,,4.44,11.425,,N,0.0597027967184
Mercury(II) oxycyanide,Mercuric oxycyanide,Hg(CN)2+HgO,1335-31-5,469.21,wh orth cry,exp,,4.44,11.425,,O,0.034098286028
Mercury(I) perchlorate tetrahydrate,Mercurous perchlorate tetrahydrate,Hg2(ClO4)2+4H2O,65202-12-2,672.14,cry,64,,,44225.0,,Cl,0.10549253914
Mercury(I) perchlorate tetrahydrate,Mercurous perchlorate tetrahydrate,Hg2(ClO4)2+4H2O,65202-12-2,672.14,cry,64,,,44225.0,,H,0.0119967449751
Mercury(I) perchlorate tetrahydrate,Mercurous perchlorate tetrahydrate,Hg2(ClO4)2+4H2O,65202-12-2,672.14,cry,64,,,44225.0,,Hg,0.59686763958
Mercury(I) perchlorate tetrahydrate,Mercurous perchlorate tetrahydrate,Hg2(ClO4)2+4H2O,65202-12-2,672.14,cry,64,,,44225.0,,O,0.285643076306
Mercury(II) perchlorate trihydrate,Mercuric perchlorate trihydrate,Hg(ClO4)2+3H2O,7616-83-3,453.54,cry,,,,,,Cl,0.15634004226
Mercury(II) perchlorate trihydrate,Mercuric perchlorate trihydrate,Hg(ClO4)2+3H2O,7616-83-3,453.54,cry,,,,,,H,0.0133343905053
Mercury(II) perchlorate trihydrate,Mercuric perchlorate trihydrate,Hg(ClO4)2+3H2O,7616-83-3,453.54,cry,,,,,,Hg,0.442279201716
Mercury(II) perchlorate trihydrate,Mercuric perchlorate trihydrate,Hg(ClO4)2+3H2O,7616-83-3,453.54,cry,,,,,,O,0.388046365518
Mercury(II) phosphate,Mercuric phosphate,Hg3(PO4)2,7782-66-3,791.71,wh-yel powder,,,,,,Hg,0.760086306255
Mercury(II) phosphate,Mercuric phosphate,Hg3(PO4)2,7782-66-3,791.71,wh-yel powder,,,,,,O,0.161668741855
Mercury(II) phosphate,Mercuric phosphate,Hg3(PO4)2,7782-66-3,791.71,wh-yel powder,,,,,,P,0.0782449518899
Mercury(II) selenide,Tiemannite,HgSe,20601-83-6,279.55,gray cub cry,,subl,8.21,,,Hg,0.717546056162
Mercury(II) selenide,Tiemannite,HgSe,20601-83-6,279.55,gray cub cry,,subl,8.21,,,Se,0.282453943838
Mercury(I) sulfate,Mercurous sulfate,Hg2SO4,7783-36-0,497.24,wh-yel cry powder,,,7.56,0.05125,,Hg,0.806809392437
Mercury(I) sulfate,Mercurous sulfate,Hg2SO4,7783-36-0,497.24,wh-yel cry powder,,,7.56,0.05125,,O,0.128704982236
Mercury(I) sulfate,Mercurous sulfate,Hg2SO4,7783-36-0,497.24,wh-yel cry powder,,,7.56,0.05125,,S,0.0644856253266
Mercury(II) sulfate,Mercuric sulfate,HgSO4,7783-35-9,296.65,wh monocl cry,,,6.47,,,Hg,0.676178128896
Mercury(II) sulfate,Mercuric sulfate,HgSO4,7783-35-9,296.65,wh monocl cry,,,6.47,,,O,0.215732476304
Mercury(II) sulfate,Mercuric sulfate,HgSO4,7783-35-9,296.65,wh monocl cry,,,6.47,,,S,0.108089394801
Mercury(I) sulfide,,Hg2S,51595-71-2,433.25,unstab blk pow,dec,,,,,Hg,0.925988759247
Mercury(I) sulfide,,Hg2S,51595-71-2,433.25,unstab blk pow,dec,,,,,S,0.0740112407529
Mercury(II) sulfide (red),Cinnabar,HgS,1344-48-5,232.66,red hex cry,trans to blk HgS 344,,8.17,,,Hg,0.862177902903
Mercury(II) sulfide (red),Cinnabar,HgS,1344-48-5,232.66,red hex cry,trans to blk HgS 344,,8.17,,,S,0.137822097097
Lutetium bromide,,LuBr3,14456-53-2,414.679,wh hyg cry,1025,,,,,Br,0.578066407993
Lutetium bromide,,LuBr3,14456-53-2,414.679,wh hyg cry,1025,,,,,Lu,0.421933592007
Lutetium chloride,,LuCl3,10099-66-8,281.326,wh monocl cry; hyg,925,,3.98,,,Cl,0.378063172263
Lutetium chloride,,LuCl3,10099-66-8,281.326,wh monocl cry; hyg,925,,3.98,,,Lu,0.621936827737
Lutetium chloride hexahydrate,,LuCl3+6H2O,15230-79-2,389.417,col cry,dec 150,,,,,Cl,0.273123192558
Lutetium chloride hexahydrate,,LuCl3+6H2O,15230-79-2,389.417,col cry,dec 150,,,,,H,0.0310599148965
Lutetium chloride hexahydrate,,LuCl3+6H2O,15230-79-2,389.417,col cry,dec 150,,,,,Lu,0.44930420211
