Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Target,mass_frac
Silver(I) bromate,,AgBrO3,7783-89-3,235.77,wh tetr cry,360 dec,,5.21,0.19325,O,0.203580262832
Silver(I) carbonate,,Ag2CO3,534-16-7,275.745,yel monocl cry,218,,6.077,0.00362,Ag,0.78237561982
Silver(I) carbonate,,Ag2CO3,534-16-7,275.745,yel monocl cry,218,,6.077,0.00362,C,0.0435572247288
Silver(I) carbonate,,Ag2CO3,534-16-7,275.745,yel monocl cry,218,,6.077,0.00362,O,0.174067155451
Silver(I) chlorate,,AgClO3,7783-92-8,191.319,wh tetr cry,230,270 dec,4.43,17.625,Ag,0.563812138236
Silver(I) chlorate,,AgClO3,7783-92-8,191.319,wh tetr cry,230,270 dec,4.43,17.625,Cl,0.185307919636
Silver(I) chlorate,,AgClO3,7783-92-8,191.319,wh tetr cry,230,270 dec,4.43,17.625,O,0.250879942128
Silver(I) cyanide,,AgCN,506-64-9,133.886,wh-gray hex cry,320 dec,,3.95,1.1e-06,Ag,0.805674396649
Silver(I) cyanide,,AgCN,506-64-9,133.886,wh-gray hex cry,320 dec,,3.95,1.1e-06,C,0.0897086766613
Silver(I) cyanide,,AgCN,506-64-9,133.886,wh-gray hex cry,320 dec,,3.95,1.1e-06,N,0.10461692669
Silver(I) fluoride,,AgF,7775-41-9,126.866,yel-brn cub cry; hyg,435,1159,5.852,17220.0,Ag,0.850248980261
Silver(I) fluoride,,AgF,7775-41-9,126.866,yel-brn cub cry; hyg,435,1159,5.852,17220.0,F,0.149751019739
Silver(II) fluoride,Silver difluoride,AgF2,7783-95-1,145.865,wh or gray hyg cry,690,,4.58,,Ag,0.739507046016
Silver(II) fluoride,Silver difluoride,AgF2,7783-95-1,145.865,wh or gray hyg cry,690,,4.58,,F,0.260492953984
Silver(I) iodate,,AgIO3,7783-97-3,282.77,wh orth cry,>200,,5.53,0.05325,Ag,0.381468572063
Silver(I) iodate,,AgIO3,7783-97-3,282.77,wh orth cry,>200,,5.53,0.05325,I,0.448789049593
Silver(I) iodate,,AgIO3,7783-97-3,282.77,wh orth cry,>200,,5.53,0.05325,O,0.169742378343
Silver(I) iodide,Iodyrite,AgI,7783-96-2,234.772,yel powder; hex,558,1506,5.68,3e-06,Ag,0.459458079171
Silver(I) iodide,Iodyrite,AgI,7783-96-2,234.772,yel powder; hex,558,1506,5.68,3e-06,I,0.540541920829
Silver(I) metaphosphate,,AgPO3,13465-96-8,186.84,grn glass,490,,6.37,,Ag,0.577328765108
Silver(I) metaphosphate,,AgPO3,13465-96-8,186.84,grn glass,490,,6.37,,O,0.256894446495
Silver(I) metaphosphate,,AgPO3,13465-96-8,186.84,grn glass,490,,6.37,,P,0.165776788397
Silver(I) nitrate,,AgNO3,7761-88-8,169.873,col rhomb cry,210,440 dec,4.35,23425.0,Ag,0.634992826999
Silver(I) nitrate,,AgNO3,7761-88-8,169.873,col rhomb cry,210,440 dec,4.35,23425.0,N,0.0824539023542
Silver(I) nitrate,,AgNO3,7761-88-8,169.873,col rhomb cry,210,440 dec,4.35,23425.0,O,0.282553270647
Silver(I) nitrite,,AgNO2,7783-99-5,153.874,yel needles,140 dec,,4.453,0.41525,Ag,0.701017782766
Silver(I) nitrite,,AgNO2,7783-99-5,153.874,yel needles,140 dec,,4.453,0.41525,N,0.0910272515706
Silver(I) nitrite,,AgNO2,7783-99-5,153.874,yel needles,140 dec,,4.453,0.41525,O,0.207954965663
Silver(I) oxalate,,Ag2C2O4,533-51-7,303.755,wh cry powder,exp 140,,5.03,0.00432,Ag,0.710230665858
Silver(I) oxalate,,Ag2C2O4,533-51-7,303.755,wh cry powder,exp 140,,5.03,0.00432,C,0.0790813924625
Silver(I) oxalate,,Ag2C2O4,533-51-7,303.755,wh cry powder,exp 140,,5.03,0.00432,O,0.210687941679
Silver(II) oxide (Ag2O2),,Ag2O2,25455-73-6,247.735,gray-blk cub cry,>100,,7.44,,Ag,0.870834665401
Silver(II) oxide (Ag2O2),,Ag2O2,25455-73-6,247.735,gray-blk cub cry,>100,,7.44,,O,0.129165334599
Silver(I) oxide,,Ag2O,20667-12-3,231.735,brn-blk cub cry,≈200 dec,,7.2,0.0025,Ag,0.930958444919
Silver(I) oxide,,Ag2O,20667-12-3,231.735,brn-blk cub cry,≈200 dec,,7.2,0.0025,O,0.0690415550813
Silver(II) oxide,,AgO,1301-96-8,123.867,gray powder; monocl or cub,>100 dec,,7.5,0.002725,Ag,0.870834665401
Silver(II) oxide,,AgO,1301-96-8,123.867,gray powder; monocl or cub,>100 dec,,7.5,0.002725,O,0.129165334599
Silver(I) perchlorate,,AgClO4,7783-93-9,207.319,col cub cry; hyg,486 dec,,2.806,55825.0,Ag,0.520301101492
Silver(I) perchlorate,,AgClO4,7783-93-9,207.319,col cub cry; hyg,486 dec,,2.806,55825.0,Cl,0.171007163846
Silver(I) perchlorate,,AgClO4,7783-93-9,207.319,col cub cry; hyg,486 dec,,2.806,55825.0,O,0.308691734662
Silver(I) permanganate,,AgMnO4,7783-98-4,226.804,viol monocl cry,dec,,4.49,0.9118,Ag,0.475601284449
Silver(I) permanganate,,AgMnO4,7783-98-4,226.804,viol monocl cry,dec,,4.49,0.9118,Mn,0.242227132437
Silver(I) permanganate,,AgMnO4,7783-98-4,226.804,viol monocl cry,dec,,4.49,0.9118,O,0.282171583114
Silver(I) phosphate,,Ag3PO4,7784-09-0,418.576,yel powder,849,,6.37,0.0064,Ag,0.773108418491
Silver(I) phosphate,,Ag3PO4,7784-09-0,418.576,yel powder,849,,6.37,0.0064,O,0.152893634155
Silver(I) phosphate,,Ag3PO4,7784-09-0,418.576,yel powder,849,,6.37,0.0064,P,0.0739979473547
Silver(I) selenate,,Ag2SeO4,7784-07-8,358.69,orth cry,,,5.72,0.1182,Ag,0.601449703647
Silver(I) selenate,,Ag2SeO4,7784-07-8,358.69,orth cry,,,5.72,0.1182,O,0.178418373321
Silver(I) selenate,,Ag2SeO4,7784-07-8,358.69,orth cry,,,5.72,0.1182,Se,0.220131923032
Silver subfluoride,,Ag2F,1302-01-8,234.734,yel hex cry,100 dec,,8.6,,Ag,0.919064395475
Silver subfluoride,,Ag2F,1302-01-8,234.734,yel hex cry,100 dec,,8.6,,F,0.0809356045248
Silver(I) sulfate,,Ag2SO4,10294-26-5,311.799,col cry or powder,660,,5.45,0.8425,Ag,0.691908569303
Silver(I) sulfate,,Ag2SO4,10294-26-5,311.799,col cry or powder,660,,5.45,0.8425,O,0.205252742953
Silver(I) sulfate,,Ag2SO4,10294-26-5,311.799,col cry or powder,660,,5.45,0.8425,S,0.102838687744
Silver(I) sulfide,Argentite,Ag2S,21548-73-2,247.801,gray-blk orth powder,825 (high press.),,7.23,,Ag,0.870602022426
Silver(I) sulfide,Argentite,Ag2S,21548-73-2,247.801,gray-blk orth powder,825 (high press.),,7.23,,S,0.129397977574
Sodium,Natrium,Na,7440-23-5,22.99,soft silv met; cub,97.794,882.940,0.97,,Na,1.0
Sodium acetate,,NaC2H3O2,127-09-3,82.034,col cry,328.2,,1.528,50.425,C,0.292823240409
Sodium acetate,,NaC2H3O2,127-09-3,82.034,col cry,328.2,,1.528,50.425,H,0.0368606646912
Sodium acetate,,NaC2H3O2,127-09-3,82.034,col cry,328.2,,1.528,50.425,Na,0.28024755996
Sodium acetate,,NaC2H3O2,127-09-3,82.034,col cry,328.2,,1.528,50.425,O,0.39006853494
Sodium amide,Sodamide,NaNH2,7782-92-5,39.013,wh-grn orth cry,210,500 dec,1.39,,H,0.0516728686481
Sodium amide,Sodamide,NaNH2,7782-92-5,39.013,wh-grn orth cry,210,500 dec,1.39,,N,0.35903246686
Sodium amide,Sodamide,NaNH2,7782-92-5,39.013,wh-grn orth cry,210,500 dec,1.39,,Na,0.589294664492
Sodium azide,Smite,NaN3,26628-22-8,65.01,col hex cry,300 dec,,1.846,40.82,N,0.646364936053
Sodium azide,Smite,NaN3,26628-22-8,65.01,col hex cry,300 dec,,1.846,40.82,Na,0.353635063947
Sodium borohydride,,NaBH4,16940-66-2,37.833,wh cub cry; hyg,≈400 dec,,1.07,5520.0,B,0.285759377069
Sodium borohydride,,NaBH4,16940-66-2,37.833,wh cub cry; hyg,≈400 dec,,1.07,5520.0,H,0.106568608463
Sodium borohydride,,NaBH4,16940-66-2,37.833,wh cub cry; hyg,≈400 dec,,1.07,5520.0,Na,0.607672014468
Sodium bromate,,NaBrO3,7789-38-0,150.892,col cub cry,381,,3.34,39.425,Br,0.529544417647
Sodium bromate,,NaBrO3,7789-38-0,150.892,col cub cry,381,,3.34,39.425,Na,0.152359130772
Sodium bromate,,NaBrO3,7789-38-0,150.892,col cub cry,381,,3.34,39.425,O,0.318096451581
Sodium carbonate,Soda ash,Na2CO3,497-19-8,105.989,wh hyg powder,856,,2.54,30.725,C,0.113320850493
Sodium carbonate,Soda ash,Na2CO3,497-19-8,105.989,wh hyg powder,856,,2.54,30.725,Na,0.433816548151
Sodium carbonate,Soda ash,Na2CO3,497-19-8,105.989,wh hyg powder,856,,2.54,30.725,O,0.452862601357
Sodium chlorate,,NaClO3,7775-09-9,106.441,col cub cry,248,dec 630,2.5,10025.0,Cl,0.333076636184
Sodium chlorate,,NaClO3,7775-09-9,106.441,col cub cry,248,dec 630,2.5,10025.0,Na,0.215986094786
Sodium chlorate,,NaClO3,7775-09-9,106.441,col cub cry,248,dec 630,2.5,10025.0,O,0.45093726903
Sodium cyanate,,NaCNO,917-61-3,65.007,col needles,550,,1.89,,C,0.18476132694
Sodium cyanate,,NaCNO,917-61-3,65.007,col needles,550,,1.89,,N,0.215465916063
Sodium cyanate,,NaCNO,917-61-3,65.007,col needles,550,,1.89,,Na,0.353653015913
Sodium cyanate,,NaCNO,917-61-3,65.007,col needles,550,,1.89,,O,0.246119741085
Sodium cyanide,Cyanogran,NaCN,143-33-9,49.008,wh cub cry; hyg,562,,1.6,58.22,C,0.245080468357
Sodium cyanide,Cyanogran,NaCN,143-33-9,49.008,wh cub cry; hyg,562,,1.6,58.22,N,0.285809203139
Sodium cyanide,Cyanogran,NaCN,143-33-9,49.008,wh cub cry; hyg,562,,1.6,58.22,Na,0.469110328504
Sodium cyanoborohydride,,NaBH3(CN),25895-60-7,62.843,wh hyg powder,240 dec,,1.12,,B,0.17203465587
Sodium cyanoborohydride,,NaBH3(CN),25895-60-7,62.843,wh hyg powder,240 dec,,1.12,,C,0.191125394622
Sodium cyanoborohydride,,NaBH3(CN),25895-60-7,62.843,wh hyg powder,240 dec,,1.12,,H,0.0481178275011
Sodium cyanoborohydride,,NaBH3(CN),25895-60-7,62.843,wh hyg powder,240 dec,,1.12,,N,0.222887597297
Sodium cyanoborohydride,,NaBH3(CN),25895-60-7,62.843,wh hyg powder,240 dec,,1.12,,Na,0.365834524709
Sodium dihydrogen pyrophosphate,Sodium acid pyrophosphate,Na2H2P2O7,7758-16-9,221.939,wh powder,220 dec,,≈1.9,,H,0.00908304686576
Sodium dihydrogen pyrophosphate,Sodium acid pyrophosphate,Na2H2P2O7,7758-16-9,221.939,wh powder,220 dec,,≈1.9,,Na,0.207172204499
Sodium dihydrogen pyrophosphate,Sodium acid pyrophosphate,Na2H2P2O7,7758-16-9,221.939,wh powder,220 dec,,≈1.9,,O,0.504624828942
Sodium dihydrogen pyrophosphate,Sodium acid pyrophosphate,Na2H2P2O7,7758-16-9,221.939,wh powder,220 dec,,≈1.9,,P,0.279119919692
Sodium fluoride,Villiaumite,NaF,7681-49-4,41.988,col cub or tetr cry,996,1704,2.78,4.1325,F,0.452470352432
Sodium fluoride,Villiaumite,NaF,7681-49-4,41.988,col cub or tetr cry,996,1704,2.78,4.1325,Na,0.547529647568
Sodium formate,,NaCHO2,141-53-7,68.008,wh hyg cry,257.3,dec,1.92,94.925,C,0.176609217275
Sodium formate,,NaCHO2,141-53-7,68.008,wh hyg cry,257.3,dec,1.92,94.925,H,0.0148210757458
Sodium formate,,NaCHO2,141-53-7,68.008,wh hyg cry,257.3,dec,1.92,94.925,Na,0.338049002795
Sodium formate,,NaCHO2,141-53-7,68.008,wh hyg cry,257.3,dec,1.92,94.925,O,0.470520704184
Sodium hexafluoroantimonate,,NaSbF6,16925-25-0,258.74,wh cub cry,,,3.375,12920.0,F,0.440559388434
Sodium hexafluoroantimonate,,NaSbF6,16925-25-0,258.74,wh cub cry,,,3.375,12920.0,Na,0.0888527190734
Sodium hexafluoroantimonate,,NaSbF6,16925-25-0,258.74,wh cub cry,,,3.375,12920.0,Sb,0.470587892493
Sodium hydride,,NaH,7646-69-7,23.998,silv cub cry; flam,425 dec,,1.39,,H,0.042001508904
Sodium hydride,,NaH,7646-69-7,23.998,silv cub cry; flam,425 dec,,1.39,,Na,0.957998491096
Sodium hydrogen carbonate,Sodium bicarbonate,NaHCO3,144-55-8,84.007,wh monocl cry,≈50 dec,,2.2,10.325,C,0.1429732744
Sodium hydrogen carbonate,Sodium bicarbonate,NaHCO3,144-55-8,84.007,wh monocl cry,≈50 dec,,2.2,10.325,H,0.0119983416619
Sodium hydrogen carbonate,Sodium bicarbonate,NaHCO3,144-55-8,84.007,wh monocl cry,≈50 dec,,2.2,10.325,Na,0.273666196946
Sodium hydrogen carbonate,Sodium bicarbonate,NaHCO3,144-55-8,84.007,wh monocl cry,≈50 dec,,2.2,10.325,O,0.571362186992
Sodium hydrogen fluoride,Sodium bifluoride,NaHF2,1333-83-1,61.995,wh hex cry,>160 dec,,2.08,3.252,F,0.612905931811
Sodium hydrogen fluoride,Sodium bifluoride,NaHF2,1333-83-1,61.995,wh hex cry,>160 dec,,2.08,3.252,H,0.0162585349517
Sodium hydrogen fluoride,Sodium bifluoride,NaHF2,1333-83-1,61.995,wh hex cry,>160 dec,,2.08,3.252,Na,0.370835533238
Sodium hydrogen phosphate,"Sodium phosphate, dibasic",Na2HPO4,7558-79-4,141.959,wh hyg powder,,,1.7,11.825,H,0.0071002270519
Sodium hydrogen phosphate,"Sodium phosphate, dibasic",Na2HPO4,7558-79-4,141.959,wh hyg powder,,,1.7,11.825,Na,0.323893449528
Sodium hydrogen phosphate,"Sodium phosphate, dibasic",Na2HPO4,7558-79-4,141.959,wh hyg powder,,,1.7,11.825,O,0.450817995889
Sodium hydrogen phosphate,"Sodium phosphate, dibasic",Na2HPO4,7558-79-4,141.959,wh hyg powder,,,1.7,11.825,P,0.218188327531
Sodium hydrogen sulfate,Sodium bisulfate,NaHSO4,7681-38-1,120.061,wh hyg cry,≈315,,2.43,28.525,H,0.0083952807222
Sodium hydrogen sulfate,Sodium bisulfate,NaHSO4,7681-38-1,120.061,wh hyg cry,≈315,,2.43,28.525,Na,0.191485174558
Sodium hydrogen sulfate,Sodium bisulfate,NaHSO4,7681-38-1,120.061,wh hyg cry,≈315,,2.43,28.525,O,0.533045436779
Sodium hydrogen sulfate,Sodium bisulfate,NaHSO4,7681-38-1,120.061,wh hyg cry,≈315,,2.43,28.525,S,0.26707410794
Sodium hydrogen sulfide,Sodium bisulfide,NaHS,16721-80-5,56.063,col rhomb cry,350,,1.79,,H,0.0179787957618
Sodium hydrogen sulfide,Sodium bisulfide,NaHS,16721-80-5,56.063,col rhomb cry,350,,1.79,,Na,0.410072391707
Sodium hydrogen sulfide,Sodium bisulfide,NaHS,16721-80-5,56.063,col rhomb cry,350,,1.79,,S,0.571948812532
Sodium hydrogen sulfite,Sodium bisulfite,NaHSO3,7631-90-5,104.061,wh cry,,,1.48,,H,0.00968605797291
Sodium hydrogen sulfite,Sodium bisulfite,NaHSO3,7631-90-5,104.061,wh cry,,,1.48,,Na,0.220926084916
Sodium hydrogen sulfite,Sodium bisulfite,NaHSO3,7631-90-5,104.061,wh cry,,,1.48,,O,0.461251014738
Sodium hydrogen sulfite,Sodium bisulfite,NaHSO3,7631-90-5,104.061,wh cry,,,1.48,,S,0.308136842373
Sodium hydroxide,Caustic soda,NaOH,1310-73-2,39.997,wh orth cry; hyg,323,1388,2.13,10025.0,H,0.0252003211768
Sodium hydroxide,Caustic soda,NaOH,1310-73-2,39.997,wh orth cry; hyg,323,1388,2.13,10025.0,Na,0.574785770618
Sodium hydroxide,Caustic soda,NaOH,1310-73-2,39.997,wh orth cry; hyg,323,1388,2.13,10025.0,O,0.400013908205
Sodium iodate,,NaIO3,7681-55-2,197.892,wh orth cry,422,,4.28,9.4725,I,0.641280033041
Sodium iodate,,NaIO3,7681-55-2,197.892,wh orth cry,422,,4.28,9.4725,Na,0.11617305524
Sodium iodate,,NaIO3,7681-55-2,197.892,wh orth cry,422,,4.28,9.4725,O,0.242546911719
Sodium iodide,,NaI,7681-82-5,149.894,wh cub cry; hyg,661,1304,3.67,18425.0,I,0.846626732352
Sodium iodide,,NaI,7681-82-5,149.894,wh cub cry; hyg,661,1304,3.67,18425.0,Na,0.153373267648
Sodium metaborate,,NaBO2,7775-19-1,65.8,wh hex cry,966,1434,2.46,,B,0.164301987358
Sodium metaborate,,NaBO2,7775-19-1,65.8,wh hex cry,966,1434,2.46,,Na,0.349390877958
Sodium metaborate,,NaBO2,7775-19-1,65.8,wh hex cry,966,1434,2.46,,O,0.486307134684
Sodium niobate,,NaNbO3,12034-09-2,163.894,rhom cry,1422,,4.55,,Na,0.14027188479
Sodium niobate,,NaNbO3,12034-09-2,163.894,rhom cry,1422,,4.55,,Nb,0.566867499753
Sodium niobate,,NaNbO3,12034-09-2,163.894,rhom cry,1422,,4.55,,O,0.292860615457
Sodium nitrate,Chile saltpeter,NaNO3,7631-99-4,84.995,col hex cry; hyg,306.5,,2.261,91.225,N,0.164795040897
Sodium nitrate,Chile saltpeter,NaNO3,7631-99-4,84.995,col hex cry; hyg,306.5,,2.261,91.225,Na,0.270484837164
Sodium nitrate,Chile saltpeter,NaNO3,7631-99-4,84.995,col hex cry; hyg,306.5,,2.261,91.225,O,0.564720121939
Sodium nitrite,,NaNO2,7632-00-0,68.996,wh orth cry; hyg,284,>320 dec,2.17,84.825,N,0.203009570745
Sodium nitrite,,NaNO2,7632-00-0,68.996,wh orth cry; hyg,284,>320 dec,2.17,84.825,Na,0.333207907149
Sodium nitrite,,NaNO2,7632-00-0,68.996,wh orth cry; hyg,284,>320 dec,2.17,84.825,O,0.463782522105
Sodium oxalate,,Na2C2O4,62-76-0,133.999,wh powder,≈250 dec,,2.34,3.6125,C,0.179266134229
Sodium oxalate,,Na2C2O4,62-76-0,133.999,wh powder,≈250 dec,,2.34,3.6125,Na,0.343134627095
Sodium oxalate,,Na2C2O4,62-76-0,133.999,wh powder,≈250 dec,,2.34,3.6125,O,0.477599238676
Sodium oxide,Sodium monoxide,Na2O,1313-59-3,61.979,wh amorp powder,1134,,2.27,,Na,0.741857470106
Sodium oxide,Sodium monoxide,Na2O,1313-59-3,61.979,wh amorp powder,1134,,2.27,,O,0.258142529894
Sodium perchlorate,,NaClO4,7601-89-0,122.441,wh orth cry; hyg,482 dec,,2.52,20525.0,Cl,0.289553194004
Sodium perchlorate,,NaClO4,7601-89-0,122.441,wh orth cry; hyg,482 dec,,2.52,20525.0,Na,0.187762985486
Sodium perchlorate,,NaClO4,7601-89-0,122.441,wh orth cry; hyg,482 dec,,2.52,20525.0,O,0.522683820511
Sodium periodate,,NaIO4,7790-28-5,213.892,wh tetr cry,≈300 dec,,3.86,14.425,I,0.593311415841
Sodium periodate,,NaIO4,7790-28-5,213.892,wh tetr cry,≈300 dec,,3.86,14.425,Na,0.107483152968
Sodium periodate,,NaIO4,7790-28-5,213.892,wh tetr cry,≈300 dec,,3.86,14.425,O,0.299205431191
Sodium peroxide,,Na2O2,1313-60-6,77.979,yel hyg powder,675,,2.805,,Na,0.58964501436
Sodium peroxide,,Na2O2,1313-60-6,77.979,yel hyg powder,675,,2.805,,O,0.41035498564
Sodium perrhenate,,NaReO4,13472-33-8,273.195,cry,300,,5.39,,Na,0.0841516951487
Sodium perrhenate,,NaReO4,13472-33-8,273.195,cry,300,,5.39,,O,0.234256658249
Sodium perrhenate,,NaReO4,13472-33-8,273.195,cry,300,,5.39,,Re,0.681591646602
Thallium(I) acetate,Thallous acetate,TlC2H3O2,563-68-8,263.427,hyg wh cry,131,,3.68,,C,0.0911879603072
Thallium(I) acetate,Thallous acetate,TlC2H3O2,563-68-8,263.427,hyg wh cry,131,,3.68,,H,0.0114787638579
Thallium(I) acetate,Thallous acetate,TlC2H3O2,563-68-8,263.427,hyg wh cry,131,,3.68,,O,0.121471075969
Thallium(I) acetate,Thallous acetate,TlC2H3O2,563-68-8,263.427,hyg wh cry,131,,3.68,,Tl,0.775862199866
Sodium phosphate,Sodium orthophosphate,Na3PO4,7601-54-9,163.94,col cry,1583,,2.54,14.525,Na,0.420696755157
Sodium phosphate,Sodium orthophosphate,Na3PO4,7601-54-9,163.94,col cry,1583,,2.54,14.525,O,0.39037049234
Sodium phosphate,Sodium orthophosphate,Na3PO4,7601-54-9,163.94,col cry,1583,,2.54,14.525,P,0.188932752503
Sodium pyrophosphate,Tetrasodium pyrophosphate,Na4P2O7,7722-88-5,265.902,col cry,988,,2.53,7.0925,Na,0.34583770862
Sodium pyrophosphate,Tetrasodium pyrophosphate,Na4P2O7,7722-88-5,265.902,col cry,988,,2.53,7.0925,O,0.421191382734
Sodium pyrophosphate,Tetrasodium pyrophosphate,Na4P2O7,7722-88-5,265.902,col cry,988,,2.53,7.0925,P,0.232970908646
Sodium sulfate,Thenardite,Na2SO4,7757-82-6,142.043,wh orth cry or powder,884,,2.7,28.125,Na,0.323703508171
Sodium sulfate,Thenardite,Na2SO4,7757-82-6,142.043,wh orth cry or powder,884,,2.7,28.125,O,0.450553621966
Sodium sulfate,Thenardite,Na2SO4,7757-82-6,142.043,wh orth cry or powder,884,,2.7,28.125,S,0.225742869863
Sodium sulfide,,Na2S,1313-82-2,78.045,wh cub cry; hyg,1172,,1.856,20.625,Na,0.589144857646
Sodium sulfide,,Na2S,1313-82-2,78.045,wh cub cry; hyg,1172,,1.856,20.625,S,0.410855142354
Sodium sulfite,,Na2SO3,7757-83-7,126.043,wh hex cry,911,,2.63,30.725,Na,0.364793236685
Sodium sulfite,,Na2SO3,7757-83-7,126.043,wh hex cry,911,,2.63,30.725,O,0.380808926784
Sodium sulfite,,Na2SO3,7757-83-7,126.043,wh hex cry,911,,2.63,30.725,S,0.25439783653
Sodium superoxide,Sodium dioxide,NaO2,12034-12-7,54.989,yel cub cry,552,,2.2,,Na,0.41808269575
Sodium superoxide,Sodium dioxide,NaO2,12034-12-7,54.989,yel cub cry,552,,2.2,,O,0.58191730425
Sodium tetraborate,Sodium borate,Na2B4O7,1330-43-4,201.22,col gl solid; hyg,743,1575,2.4,3.1725,B,0.214909761206
Sodium tetraborate,Sodium borate,Na2B4O7,1330-43-4,201.22,col gl solid; hyg,743,1575,2.4,3.1725,Na,0.228504570629
Sodium tetraborate,Sodium borate,Na2B4O7,1330-43-4,201.22,col gl solid; hyg,743,1575,2.4,3.1725,O,0.556585668164
Sodium tetrafluoroberyllate,Beryllium sodium fluoride,Na2BeF4,13871-27-7,130.986,orth cry,575,,2.47,,Be,0.068802985562
Sodium tetrafluoroberyllate,Beryllium sodium fluoride,Na2BeF4,13871-27-7,130.986,orth cry,575,,2.47,,F,0.580168869679
Sodium tetrafluoroberyllate,Beryllium sodium fluoride,Na2BeF4,13871-27-7,130.986,orth cry,575,,2.47,,Na,0.351028144759
Sodium tetrafluoroborate,Sodium borofluoride,NaBF4,13755-29-8,109.795,wh orth prisms,384,,2.47,10820.0,B,0.0984658758963
Sodium tetrafluoroborate,Sodium borofluoride,NaBF4,13755-29-8,109.795,wh orth prisms,384,,2.47,10820.0,F,0.692144819802
Sodium tetrafluoroborate,Sodium borofluoride,NaBF4,13755-29-8,109.795,wh orth prisms,384,,2.47,10820.0,Na,0.209389304302
Sodium thiosulfate,,Na2S2O3,7772-98-7,158.108,col monocl cry,100 dec,,1.69,76.425,Na,0.290811436422
Sodium thiosulfate,,Na2S2O3,7772-98-7,158.108,col monocl cry,100 dec,,1.69,76.425,O,0.303579068534
Sodium thiosulfate,,Na2S2O3,7772-98-7,158.108,col monocl cry,100 dec,,1.69,76.425,S,0.405609495045
Sodium trimetaphosphate,,Na3(PO3)3,7785-84-4,305.885,wh cry,,,2.49,22.0,Na,0.225474489217
Sodium trimetaphosphate,,Na3(PO3)3,7785-84-4,305.885,wh cry,,,2.49,22.0,O,0.470747204833
Sodium trimetaphosphate,,Na3(PO3)3,7785-84-4,305.885,wh cry,,,2.49,22.0,P,0.30377830595
Strontium,,Sr,7440-24-6,87.62,silv-wh metal; cub,777,1382,2.64,,Sr,1.0
Strontium acetate,,Sr(C2H3O2)2,543-94-2,205.71,col hyg cry,dec,,2.1,4025.0,C,0.23354847968
Strontium acetate,,Sr(C2H3O2)2,543-94-2,205.71,col hyg cry,dec,,2.1,4025.0,H,0.0293991425906
Strontium acetate,,Sr(C2H3O2)2,543-94-2,205.71,col hyg cry,dec,,2.1,4025.0,O,0.311108890056
Strontium acetate,,Sr(C2H3O2)2,543-94-2,205.71,col hyg cry,dec,,2.1,4025.0,Sr,0.425943487673
Strontium carbide,,SrC2,12071-29-3,111.64,blk tetr cry,>1700,,3.19,,C,0.215165700179
Strontium carbide,,SrC2,12071-29-3,111.64,blk tetr cry,>1700,,3.19,,Sr,0.784834299821
Strontium carbonate,Strontianite,SrCO3,1633-05-2,147.63,wh orth cry; hyg,1494,,3.785,0.000342,C,0.0813573765028
Strontium carbonate,Strontianite,SrCO3,1633-05-2,147.63,wh orth cry; hyg,1494,,3.785,0.000342,O,0.325127397142
Strontium carbonate,Strontianite,SrCO3,1633-05-2,147.63,wh orth cry; hyg,1494,,3.785,0.000342,Sr,0.593515226355
Strontium chlorate,,Sr(ClO3)2,7791-10-8,254.52,col cry,120 dec,,3.15,17625.0,Cl,0.278584517512
Strontium chlorate,,Sr(ClO3)2,7791-10-8,254.52,col cry,120 dec,,3.15,17625.0,O,0.377162874466
Strontium chlorate,,Sr(ClO3)2,7791-10-8,254.52,col cry,120 dec,,3.15,17625.0,Sr,0.344252608022
Strontium fluoride,,SrF2,7783-48-4,125.62,wh cub cry or powder,1477,2460,4.24,0.02125,F,0.302481869178
Strontium fluoride,,SrF2,7783-48-4,125.62,wh cub cry or powder,1477,2460,4.24,0.02125,Sr,0.697518130822
Strontium formate,,Sr(CHO2)2,592-89-2,177.66,wh cry,71.9,,2.693,9.1,C,0.135213848333
Strontium formate,,Sr(CHO2)2,592-89-2,177.66,wh cry,71.9,,2.693,9.1,H,0.0113471692981
Strontium formate,,Sr(CHO2)2,592-89-2,177.66,wh cry,71.9,,2.693,9.1,O,0.360235530822
Strontium formate,,Sr(CHO2)2,592-89-2,177.66,wh cry,71.9,,2.693,9.1,Sr,0.493203451546
Strontium hexaboride,,SrB6,12046-54-7,152.49,blk cub cry,2235,,3.39,,B,0.425389871857
Strontium hexaboride,,SrB6,12046-54-7,152.49,blk cub cry,2235,,3.39,,Sr,0.574610128143
Strontium hydride,,SrH2,13598-33-9,89.64,orth cry,1050,,3.26,,H,0.0224896548123
Strontium hydride,,SrH2,13598-33-9,89.64,orth cry,1050,,3.26,,Sr,0.977510345188
Strontium hydroxide,,Sr(OH)2,18480-07-4,121.64,col orth cry; hyg,535,710 dec,3.625,2.2525,H,0.0165732338836
Strontium hydroxide,,Sr(OH)2,18480-07-4,121.64,col orth cry; hyg,535,710 dec,3.625,2.2525,O,0.263072998589
Strontium hydroxide,,Sr(OH)2,18480-07-4,121.64,col orth cry; hyg,535,710 dec,3.625,2.2525,Sr,0.720353767527
Strontium iodate,,Sr(IO3)2,13470-01-4,437.43,tricl cry,,,5.045,0.16525,I,0.580233737716
